locus	kind	key	value
IGH	dlen	IGHD3-9*01:33	0.0030905583
IGH	dlen	IGHD3-9*01:34	0.00085531585
IGH	dlen	IGHD3-9*01:35	0.00091592298
IGH	dlen	IGHD3-9*01:36	0.00025923
IGH	dlen	IGHD3-9*01:37	0.00080784679
IGH	dlen	IGHD3-10*01:0	0.17853903
IGH	dlen	IGHD3-10*01:1	0.02373114
IGH	dlen	IGHD3-10*01:2	0.014945259
IGH	dlen	IGHD3-10*01:3	0.0017273024
IGH	dlen	IGHD3-10*01:4	0.0055322579
IGH	dlen	IGHD3-10*01:5	0.0042854782
IGH	dlen	IGHD3-10*01:6	0.0042317439
IGH	dlen	IGHD3-10*01:7	0.0038547996
IGH	dlen	IGHD3-10*01:8	0.019306785
IGH	dlen	IGHD3-10*01:9	0.016603901
IGH	dlen	IGHD3-10*01:10	0.012308119
IGH	dlen	IGHD3-10*01:11	0.015853337
IGH	dlen	IGHD3-10*01:12	0.027411775
IGH	dlen	IGHD3-10*01:13	0.030428351
IGH	dlen	IGHD3-10*01:14	0.028624498
IGH	dlen	IGHD3-10*01:15	0.024056549
IGH	dlen	IGHD3-10*01:16	0.040884663
IGH	dlen	IGHD3-10*01:17	0.052453695
IGH	dlen	IGHD3-10*01:18	0.046095881
IGH	dlen	IGHD3-10*01:19	0.059733772
IGH	dlen	IGHD3-10*01:20	0.062706006
IGH	dlen	IGHD3-10*01:21	0.048672607
IGH	dlen	IGHD3-10*01:22	0.032032171
IGH	dlen	IGHD3-10*01:23	0.045034137
IGH	dlen	IGHD3-10*01:24	0.040391596
IGH	dlen	IGHD3-10*01:25	0.030946595
IGH	dlen	IGHD3-10*01:26	0.036214624
IGH	dlen	IGHD3-10*01:27	0.026403307
IGH	dlen	IGHD3-10*01:28	0.022067857
IGH	dlen	IGHD3-10*01:29	0.013263661
IGH	dlen	IGHD3-10*01:30	0.019003196
IGH	dlen	IGHD3-10*01:31	0.0073918181
IGH	dlen	IGHD3-10*01:32	0.0014190849
IGH	dlen	IGHD3-10*01:33	0.0011863622
IGH	dlen	IGHD3-10*01:34	0.001977149
IGH	dlen	IGHD3-10*01:35	0.00068145682
IGH	dlen	IGHD3-10*01:37	3.1087358e-08
IGH	dlen	IGHD3-10*02:0	0.28776624
IGH	dlen	IGHD3-10*02:1	0.045625161
IGH	dlen	IGHD3-10*02:2	0.018536537
IGH	dlen	IGHD3-10*02:3	0.0016527982
IGH	dlen	IGHD3-10*02:4	0.0029643376
IGH	dlen	IGHD3-10*02:5	0.00072554778
IGH	dlen	IGHD3-10*02:6	0.0026509369
IGH	dlen	IGHD3-10*02:7	0.0034630729
IGH	dlen	IGHD3-10*02:8	0.014955883
IGH	dlen	IGHD3-10*02:9	0.0046937869
IGH	dlen	IGHD3-10*02:10	0.010730018
IGH	dlen	IGHD3-10*02:11	0.014935204
IGH	dlen	IGHD3-10*02:12	0.021318778
IGH	dlen	IGHD3-10*02:13	0.021365781
IGH	dlen	IGHD3-10*02:14	0.022985267
IGH	dlen	IGHD3-10*02:15	0.022504181
IGH	dlen	IGHD3-10*02:16	0.03155598
IGH	dlen	IGHD3-10*02:17	0.039710848
IGH	dlen	IGHD3-10*02:18	0.043861344
IGH	dlen	IGHD3-10*02:19	0.033491433
IGH	dlen	IGHD3-10*02:20	0.056563716
IGH	dlen	IGHD3-10*02:21	0.042145479
IGH	dlen	IGHD3-10*02:22	0.036840423
IGH	dlen	IGHD3-10*02:23	0.044535433
IGH	dlen	IGHD3-10*02:24	0.04091345
IGH	dlen	IGHD3-10*02:25	0.022391036
IGH	dlen	IGHD3-10*02:26	0.030427354
IGH	dlen	IGHD3-10*02:27	0.022442189
IGH	dlen	IGHD3-10*02:28	0.01910456
IGH	dlen	IGHD3-10*02:29	0.019051668
IGH	dlen	IGHD3-10*02:30	0.0058461954
IGH	dlen	IGHD3-10*02:31	0.0082002305
IGH	dlen	IGHD3-10*02:32	0.0020482551
IGH	dlen	IGHD3-10*02:33	0.0020590611
IGH	dlen	IGHD3-10*02:34	0.0012530344
IGH	dlen	IGHD3-10*02:35	0.00064626665
IGH	dlen	IGHD3-10*02:36	3.8509354e-05
IGH	dlen	IGHD3-16*01:0	1.3061138e-23
IGH	dlen	IGHD3-16*01:1	6.7046456e-15
IGH	dlen	IGHD3-16*01:2	4.1598376e-10
IGH	dlen	IGHD3-16*01:3	0.0013360298
IGH	dlen	IGHD3-16*01:4	0.0040136335
IGH	dlen	IGHD3-16*01:5	0.011419728
IGH	dlen	IGHD3-16*01:6	0.0072632969
IGH	dlen	IGHD3-16*01:7	0.0060195698
IGH	dlen	IGHD3-16*01:8	0.022279349
IGH	dlen	IGHD3-16*01:9	0.0064755854
IGH	dlen	IGHD3-16*01:10	0.0098139206
IGH	dlen	IGHD3-16*01:11	0.009908795
IGH	dlen	IGHD3-16*01:12	0.014966287
IGH	dlen	IGHD3-16*01:13	0.0049872476
IGH	dlen	IGHD3-16*01:14	0.014702354
IGH	dlen	IGHD3-16*01:15	0.010589208
IGH	dlen	IGHD3-16*01:16	0.017277973
IGH	dlen	IGHD3-16*01:17	0.017437768
IGH	dlen	IGHD3-16*01:18	0.019425084
IGH	dlen	IGHD3-16*01:19	0.016862071
IGH	dlen	IGHD3-16*01:20	0.037587707
IGH	dlen	IGHD3-16*01:21	0.024258892
IGH	dlen	IGHD3-16*01:22	0.028201509
IGH	dlen	IGHD3-16*01:23	0.033923094
IGH	dlen	IGHD3-16*01:24	0.036973439
IGH	dlen	IGHD3-16*01:25	0.064834705
IGH	dlen	IGHD3-16*01:26	0.081790922
IGH	dlen	IGHD3-16*01:27	0.089834923
IGH	dlen	IGHD3-16*01:28	0.099419847
IGH	dlen	IGHD3-16*01:29	0.087000662
IGH	dlen	IGHD3-16*01:30	0.065841853
IGH	dlen	IGHD3-16*01:31	0.049124063
IGH	dlen	IGHD3-16*01:32	0.044301029
IGH	dlen	IGHD3-16*01:33	0.015780239
IGH	dlen	IGHD3-16*01:34	0.01876658
IGH	dlen	IGHD3-16*01:35	0.014240725
IGH	dlen	IGHD3-16*01:36	0.0078886266
IGH	dlen	IGHD3-16*01:37	0.0035412218
IGH	dlen	IGHD3-16*01:38	0.0013037669
IGH	dlen	IGHD3-16*01:41	0.00060829204
IGH	dlen	IGHD3-16*02:0	0.064918414
IGH	dlen	IGHD3-16*02:1	9.882454e-06
IGH	dlen	IGHD3-16*02:2	2.2096092e-06
IGH	dlen	IGHD3-16*02:3	0.0016577851
IGH	dlen	IGHD3-16*02:4	0.016299085
IGH	dlen	IGHD3-16*02:5	0.023472598
IGH	dlen	IGHD3-16*02:6	0.027569107
IGH	dlen	IGHD3-16*02:7	0.03111115
IGH	dlen	IGHD3-16*02:8	0.066564625
IGH	dlen	IGHD3-16*02:9	0.007837451
IGH	dlen	IGHD3-16*02:10	0.013846806
IGH	dlen	IGHD3-16*02:11	0.002777217
IGH	dlen	IGHD3-16*02:12	0.0035630926
IGH	dlen	IGHD3-16*02:13	0.012807598
IGH	dlen	IGHD3-16*02:14	0.0091797585
IGH	dlen	IGHD3-16*02:15	0.01615777
IGH	dlen	IGHD3-16*02:16	0.021613548
IGH	dlen	IGHD3-16*02:17	0.028918893
IGH	dlen	IGHD3-16*02:18	0.0082330101
IGH	dlen	IGHD3-16*02:19	0.024377635
IGH	dlen	IGHD3-16*02:20	0.032607281
IGH	dlen	IGHD3-16*02:21	0.0233869
IGH	dlen	IGHD3-16*02:22	0.015775539
IGH	dlen	IGHD3-16*02:23	0.049663312
IGH	dlen	IGHD3-16*02:24	0.028986947
IGH	dlen	IGHD3-16*02:25	0.051191669
IGH	dlen	IGHD3-16*02:26	0.045971036
IGH	dlen	IGHD3-16*02:27	0.042209322
IGH	dlen	IGHD3-16*02:28	0.070177062
IGH	dlen	IGHD3-16*02:29	0.061645294
IGH	dlen	IGHD3-16*02:30	0.053712266
IGH	dlen	IGHD3-16*02:31	0.051609393
IGH	dlen	IGHD3-16*02:32	0.025193949
IGH	dlen	IGHD3-16*02:33	0.012219748
IGH	dlen	IGHD3-16*02:34	0.016770674
IGH	dlen	IGHD3-16*02:35	0.015940329
IGH	dlen	IGHD3-16*02:36	0.01455441
IGH	dlen	IGHD3-16*02:37	0.001567679
IGH	dlen	IGHD3-16*02:38	0.00077157854
IGH	dlen	IGHD3-16*02:39	0.0029322624
IGH	dlen	IGHD3-16*02:41	0.0013618978
IGH	dlen	IGHD3-16*02:42	0.00083381769
IGH	dlen	IGHD3-22*01:0	0.1151796
IGH	dlen	IGHD3-22*01:1	0.023550375
IGH	dlen	IGHD3-22*01:2	0.01302771
IGH	dlen	IGHD3-22*01:3	0.0016367466
IGH	dlen	IGHD3-22*01:4	0.0020048039
IGH	dlen	IGHD3-22*01:5	0.00092592743
IGH	dlen	IGHD3-22*01:6	0.0015039732
IGH	dlen	IGHD3-22*01:7	0.0044745241
IGH	dlen	IGHD3-22*01:8	0.01691786
IGH	dlen	IGHD3-22*01:9	0.014621541
IGH	dlen	IGHD3-22*01:10	0.013400313
IGH	dlen	IGHD3-22*01:11	0.01316955
IGH	dlen	IGHD3-22*01:12	0.017901002
IGH	dlen	IGHD3-22*01:13	0.022934399
IGH	dlen	IGHD3-22*01:14	0.021450614
IGH	dlen	IGHD3-22*01:15	0.030043228
IGH	dlen	IGHD3-22*01:16	0.025290249
IGH	dlen	IGHD3-22*01:17	0.032725695
IGH	dlen	IGHD3-22*01:18	0.035264453
IGH	dlen	IGHD3-22*01:19	0.043440398
IGH	dlen	IGHD3-22*01:20	0.048683132
IGH	dlen	IGHD3-22*01:21	0.045934739
IGH	dlen	IGHD3-22*01:22	0.058828865
IGH	dlen	IGHD3-22*01:23	0.054501004
IGH	dlen	IGHD3-22*01:24	0.061774374
IGH	dlen	IGHD3-22*01:25	0.059278203
IGH	dlen	IGHD3-22*01:26	0.049109942
IGH	dlen	IGHD3-22*01:27	0.057538666
IGH	dlen	IGHD3-22*01:28	0.040053042
IGH	dlen	IGHD3-22*01:29	0.032219963
IGH	dlen	IGHD3-22*01:30	0.017790701
IGH	dlen	IGHD3-22*01:31	0.011691121
IGH	dlen	IGHD3-22*01:32	0.0049244261
IGH	dlen	IGHD3-22*01:33	0.0051772744
IGH	dlen	IGHD3-22*01:34	0.002219604
IGH	dlen	IGHD3-22*01:35	0.00061439285
IGH	dlen	IGHD3-22*01:36	0.00011408664
IGH	dlen	IGHD3-22*01:37	8.3502137e-05
IGH	dlen	IGHD4-4*01:0	2.8230106e-98
IGH	dlen	IGHD4-4*01:1	3.0494672e-91
IGH	dlen	IGHD4-4*01:2	1.2920791e-11
IGH	dlen	IGHD4-4*01:3	3.2872969e-65
IGH	dlen	IGHD4-4*01:4	3.3539347e-09
IGH	dlen	IGHD4-4*01:5	1.9621086e-07
IGH	dlen	IGHD4-4*01:6	0.0020618991
IGH	dlen	IGHD4-4*01:7	0.0019936619
IGH	dlen	IGHD4-4*01:8	0.13726815
IGH	dlen	IGHD4-4*01:9	0.12589868
IGH	dlen	IGHD4-4*01:10	0.095797278
IGH	dlen	IGHD4-4*01:11	0.10506932
IGH	dlen	IGHD4-4*01:12	0.12923553
IGH	dlen	IGHD4-4*01:13	0.12995832
IGH	dlen	IGHD4-4*01:14	0.061596943
IGH	dlen	IGHD4-4*01:15	0.092408204
IGH	dlen	IGHD4-4*01:16	0.040237079
IGH	dlen	IGHD4-4*01:17	0.039433442
IGH	dlen	IGHD4-4*01:18	0.026387414
IGH	dlen	IGHD4-4*01:19	0.0074452774
IGH	dlen	IGHD4-4*01:20	0.00047187939
IGH	dlen	IGHD4-4*01:21	0.0036293261
IGH	dlen	IGHD4-4*01:22	0.0011074002
IGH	dlen	IGHD4-4*01:23	7.1681668e-10
IGH	dlen	IGHD4-11*01:2	1.2933692e-11
IGH	dlen	IGHD4-11*01:4	3.3302687e-09
IGH	dlen	IGHD4-11*01:5	1.9041189e-07
IGH	dlen	IGHD4-11*01:6	0.0020519999
IGH	dlen	IGHD4-11*01:7	0.0020034207
IGH	dlen	IGHD4-11*01:8	0.13613315
IGH	dlen	IGHD4-11*01:9	0.12557634
IGH	dlen	IGHD4-11*01:10	0.094962976
IGH	dlen	IGHD4-11*01:11	0.10518661
IGH	dlen	IGHD4-11*01:12	0.12933093
IGH	dlen	IGHD4-11*01:13	0.13046733
IGH	dlen	IGHD4-11*01:14	0.062008079
IGH	dlen	IGHD4-11*01:15	0.092707483
IGH	dlen	IGHD4-11*01:16	0.040565218
IGH	dlen	IGHD4-11*01:17	0.039783842
IGH	dlen	IGHD4-11*01:18	0.026641528
IGH	dlen	IGHD4-11*01:19	0.0075062908
IGH	dlen	IGHD4-11*01:20	0.00048038722
IGH	dlen	IGHD4-11*01:21	0.0034936178
IGH	dlen	IGHD4-11*01:22	0.0011006135
IGH	dlen	IGHD4-11*01:23	7.2167114e-10
IGH	dlen	IGHD4-17*01:0	0.0019508409
IGH	dlen	IGHD4-17*01:1	5.6070137e-06
IGH	dlen	IGHD4-17*01:2	0.00048815432
IGH	dlen	IGHD4-17*01:3	8.7142259e-05
IGH	dlen	IGHD4-17*01:4	0.00033447799
IGH	dlen	IGHD4-17*01:5	0.00028977954
IGH	dlen	IGHD4-17*01:6	0.00046890051
IGH	dlen	IGHD4-17*01:7	0.0026444585
IGH	dlen	IGHD4-17*01:8	0.090322475
IGH	dlen	IGHD4-17*01:9	0.071217533
IGH	dlen	IGHD4-17*01:10	0.12057606
IGH	dlen	IGHD4-17*01:11	0.10338193
IGH	dlen	IGHD4-17*01:12	0.12836426
IGH	dlen	IGHD4-17*01:13	0.13291798
IGH	dlen	IGHD4-17*01:14	0.11761455
IGH	dlen	IGHD4-17*01:15	0.089013955
IGH	dlen	IGHD4-17*01:16	0.053568705
IGH	dlen	IGHD4-17*01:17	0.048055015
IGH	dlen	IGHD4-17*01:18	0.022128221
IGH	dlen	IGHD4-17*01:19	0.010776169
IGH	dlen	IGHD4-17*01:20	0.0056962799
IGH	dlen	IGHD4-17*01:21	9.7440428e-05
IGH	dlen	IGHD4-17*01:22	6.2115774e-08
IGH	dlen	IGHD4-23*01:0	0.019422582
IGH	dlen	IGHD4-23*01:1	2.178657e-08
IGH	dlen	IGHD4-23*01:2	0.0021020602
IGH	dlen	IGHD4-23*01:4	1.8615815e-05
IGH	dlen	IGHD4-23*01:5	0.0054264267
IGH	dlen	IGHD4-23*01:6	0.010399992
IGH	dlen	IGHD4-23*01:7	0.034017356
IGH	dlen	IGHD4-23*01:8	0.153663
IGH	dlen	IGHD4-23*01:9	0.07038851
IGH	dlen	IGHD4-23*01:10	0.04634737
IGH	dlen	IGHD4-23*01:11	0.090178232
IGH	dlen	IGHD4-23*01:12	0.068308049
IGH	dlen	IGHD4-23*01:13	0.13314173
IGH	dlen	IGHD4-23*01:14	0.082347416
IGH	dlen	IGHD4-23*01:15	0.086375212
IGH	dlen	IGHD4-23*01:16	0.063954833
IGH	dlen	IGHD4-23*01:17	0.05163903
IGH	dlen	IGHD4-23*01:18	0.02856099
IGH	dlen	IGHD4-23*01:19	0.026477646
IGH	dlen	IGHD4-23*01:20	0.024570188
IGH	dlen	IGHD4-23*01:21	0.0013870995
IGH	dlen	IGHD4-23*01:22	4.6475092e-11
IGH	dlen	IGHD4-23*01:23	0.0012736387
IGH	dlen	IGHD4-23*02:0	7.5354289e-06
IGH	dlen	IGHD4-23*02:1	3.1290056e-06
IGH	dlen	IGHD4-23*02:2	0.00051838862
IGH	dlen	IGHD4-23*02:3	0.0075696162
IGH	dlen	IGHD4-23*02:4	0.00012351277
IGH	dlen	IGHD4-23*02:5	0.081626293
IGH	dlen	IGHD4-23*02:6	0.092340676
IGH	dlen	IGHD4-23*02:7	0.20596467
IGH	dlen	IGHD4-23*02:8	0.3834341
IGH	dlen	IGHD4-23*02:9	0.052378408
IGH	dlen	IGHD4-23*02:10	0.13672232
IGH	dlen	IGHD4-23*02:11	0.013480199
IGH	dlen	IGHD4-23*02:12	0.00086336066
IGH	dlen	IGHD4-23*02:13	0.0085819012
IGH	dlen	IGHD4-23*02:14	0.0059535342
IGH	dlen	IGHD4-23*02:15	0.010432357
IGH	dlen	IGHD5-5*01:0	0.0052438525
IGH	dlen	IGHD5-5*01:1	1.3883939e-05
IGH	dlen	IGHD5-5*01:2	0.00023501309
IGH	dlen	IGHD5-5*01:3	0.00070484631
IGH	dlen	IGHD5-5*01:4	0.00034191005
IGH	dlen	IGHD5-5*01:5	0.0019042727
IGH	dlen	IGHD5-5*01:6	0.0047744452
IGH	dlen	IGHD5-5*01:7	0.013220176
IGH	dlen	IGHD5-5*01:8	0.059139743
IGH	dlen	IGHD5-5*01:9	0.045262839
IGH	dlen	IGHD5-5*01:10	0.047095694
IGH	dlen	IGHD5-5*01:11	0.060878751
IGH	dlen	IGHD5-5*01:12	0.064047347
IGH	dlen	IGHD5-5*01:13	0.10284111
IGH	dlen	IGHD5-5*01:14	0.10405119
IGH	dlen	IGHD5-5*01:15	0.090394591
IGH	dlen	IGHD5-5*01:16	0.12025913
IGH	dlen	IGHD5-5*01:17	0.078295884
IGH	dlen	IGHD5-5*01:18	0.067283184
IGH	dlen	IGHD5-5*01:19	0.05979355
IGH	dlen	IGHD5-5*01:20	0.04096607
IGH	dlen	IGHD5-5*01:21	0.016491866
IGH	dlen	IGHD5-5*01:22	0.011562074
IGH	dlen	IGHD5-5*01:23	0.0022357246
IGH	dlen	IGHD5-5*01:24	0.0028399508
IGH	dlen	IGHD5-5*01:25	0.0001228989
IGH	dlen	IGHD5-12*01:0	0.0013397837
IGH	dlen	IGHD5-12*01:1	0.00020786244
IGH	dlen	IGHD5-12*01:2	0.00082120154
IGH	dlen	IGHD5-12*01:3	0.00051528131
IGH	dlen	IGHD5-12*01:4	0.0029811042
IGH	dlen	IGHD5-12*01:5	0.0020104314
IGH	dlen	IGHD5-12*01:6	0.0079128093
IGH	dlen	IGHD5-12*01:7	0.014689069
IGH	dlen	IGHD5-12*01:8	0.049418403
IGH	dlen	IGHD5-12*01:9	0.055416227
IGH	dlen	IGHD5-12*01:10	0.047131076
IGH	dlen	IGHD5-12*01:11	0.059310566
IGH	dlen	IGHD5-12*01:12	0.09644695
IGH	dlen	IGHD5-12*01:13	0.091247871
IGH	dlen	IGHD5-12*01:14	0.10057702
IGH	dlen	IGHD5-12*01:15	0.12524101
IGH	dlen	IGHD5-12*01:16	0.073085706
IGH	dlen	IGHD5-12*01:17	0.097110452
IGH	dlen	IGHD5-12*01:18	0.031578175
IGH	dlen	IGHD5-12*01:19	0.043443518
IGH	dlen	IGHD5-12*01:20	0.036984958
IGH	dlen	IGHD5-12*01:21	0.026906747
IGH	dlen	IGHD5-12*01:22	0.014306987
IGH	dlen	IGHD5-12*01:23	0.016129067
IGH	dlen	IGHD5-12*01:24	0.0012210311
IGH	dlen	IGHD5-12*01:25	0.0019266407
IGH	dlen	IGHD5-12*01:26	0.0015369637
IGH	dlen	IGHD5-12*01:27	0.00050308213
IGH	dlen	IGHD5-18*01:0	0.004978859
IGH	dlen	IGHD5-18*01:1	1.3320333e-05
IGH	dlen	IGHD5-18*01:2	0.00022548518
IGH	dlen	IGHD5-18*01:3	0.00067399446
IGH	dlen	IGHD5-18*01:4	0.00033045122
IGH	dlen	IGHD5-18*01:5	0.0018876483
IGH	dlen	IGHD5-18*01:6	0.0047147163
IGH	dlen	IGHD5-18*01:7	0.013079602
IGH	dlen	IGHD5-18*01:8	0.058609874
IGH	dlen	IGHD5-18*01:9	0.045038424
IGH	dlen	IGHD5-18*01:10	0.046963306
IGH	dlen	IGHD5-18*01:11	0.060704441
IGH	dlen	IGHD5-18*01:12	0.063991922
IGH	dlen	IGHD5-18*01:13	0.10283805
IGH	dlen	IGHD5-18*01:14	0.10403238
IGH	dlen	IGHD5-18*01:15	0.090523815
IGH	dlen	IGHD5-18*01:16	0.12048381
IGH	dlen	IGHD5-18*01:17	0.078660475
IGH	dlen	IGHD5-18*01:18	0.067557594
IGH	dlen	IGHD5-18*01:19	0.060096121
IGH	dlen	IGHD5-18*01:20	0.041105448
IGH	dlen	IGHD5-18*01:21	0.016591845
IGH	dlen	IGHD5-18*01:22	0.011630228
IGH	dlen	IGHD5-18*01:23	0.0022606893
IGH	dlen	IGHD5-18*01:24	0.0028839778
IGH	dlen	IGHD5-18*01:25	0.00012352621
IGH	dlen	IGHD5-24*01:0	4.6919463e-08
IGH	dlen	IGHD5-24*01:1	0.0010168651
IGH	dlen	IGHD5-24*01:2	0.0016689811
IGH	dlen	IGHD5-24*01:3	0.00030124878
IGH	dlen	IGHD5-24*01:4	0.02547817
IGH	dlen	IGHD5-24*01:5	0.01143661
IGH	dlen	IGHD5-24*01:6	0.018134593
IGH	dlen	IGHD5-24*01:7	0.026642005
IGH	dlen	IGHD5-24*01:8	0.096907594
IGH	dlen	IGHD5-24*01:9	0.024800914
IGH	dlen	IGHD5-24*01:10	0.055078743
IGH	dlen	IGHD5-24*01:11	0.10114484
IGH	dlen	IGHD5-24*01:12	0.068480589
IGH	dlen	IGHD5-24*01:13	0.090407257
IGH	dlen	IGHD5-24*01:14	0.051697326
IGH	dlen	IGHD5-24*01:15	0.15373637
IGH	dlen	IGHD5-24*01:16	0.078147307
IGH	dlen	IGHD5-24*01:17	0.053757687
IGH	dlen	IGHD5-24*01:18	0.087855323
IGH	dlen	IGHD5-24*01:19	0.030460157
IGH	dlen	IGHD5-24*01:20	0.013425243
IGH	dlen	IGHD5-24*01:21	0.0063980335
IGH	dlen	IGHD5-24*01:22	0.00065091654
IGH	dlen	IGHD5-24*01:23	0.0023731758
IGH	dlen	IGHD6-6*01:0	0.0004481164
IGH	dlen	IGHD6-6*01:1	0.00026681856
IGH	dlen	IGHD6-6*01:2	1.717863e-06
IGH	dlen	IGHD6-6*01:3	0.00041072094
IGH	dlen	IGHD6-6*01:4	6.1807658e-10
IGH	dlen	IGHD6-6*01:5	0.0005515545
IGH	dlen	IGHD6-6*01:6	0.00010359887
IGH	dlen	IGHD6-6*01:7	0.0052416925
IGH	dlen	IGHD6-6*01:8	0.067305023
IGH	dlen	IGHD6-6*01:9	0.058711172
IGH	dlen	IGHD6-6*01:10	0.078411683
IGH	dlen	IGHD6-6*01:11	0.12502133
IGH	dlen	IGHD6-6*01:12	0.12959529
IGH	dlen	IGHD6-6*01:13	0.11937467
IGH	dlen	IGHD6-6*01:14	0.11491342
IGH	dlen	IGHD6-6*01:15	0.11702455
IGH	dlen	IGHD6-6*01:16	0.061269022
IGH	dlen	IGHD6-6*01:17	0.054192257
IGH	dlen	IGHD6-6*01:18	0.027477681
IGH	dlen	IGHD6-6*01:19	0.023917528
IGH	dlen	IGHD6-6*01:20	0.0092597014
IGH	dlen	IGHD6-6*01:21	0.0025442288
IGH	dlen	IGHD6-6*01:22	0.0014611352
IGH	dlen	IGHD6-6*01:23	0.0014028847
IGH	dlen	IGHD6-6*01:24	0.00058366895
IGH	dlen	IGHD6-6*01:25	0.00013856745
IGH	dlen	IGHD6-6*01:26	0.00037195671
IGH	dlen	IGHD6-13*01:0	0.00079240702
IGH	dlen	IGHD6-13*01:1	9.0751614e-05
IGH	dlen	IGHD6-13*01:2	3.8829223e-06
IGH	dlen	IGHD6-13*01:3	0.00027965551
IGH	dlen	IGHD6-13*01:4	0.00017604597
IGH	dlen	IGHD6-13*01:5	3.9530661e-07
IGH	dlen	IGHD6-13*01:6	0.00014759706
IGH	dlen	IGHD6-13*01:7	0.0046342349
IGH	dlen	IGHD6-13*01:8	0.037648105
IGH	dlen	IGHD6-13*01:9	0.027611418
IGH	dlen	IGHD6-13*01:10	0.06130928
IGH	dlen	IGHD6-13*01:11	0.07814733
IGH	dlen	IGHD6-13*01:12	0.082512714
IGH	dlen	IGHD6-13*01:13	0.10185936
IGH	dlen	IGHD6-13*01:14	0.12452632
IGH	dlen	IGHD6-13*01:15	0.091989205
IGH	dlen	IGHD6-13*01:16	0.10314169
IGH	dlen	IGHD6-13*01:17	0.086722846
IGH	dlen	IGHD6-13*01:18	0.082208385
IGH	dlen	IGHD6-13*01:19	0.059913037
IGH	dlen	IGHD6-13*01:20	0.02351797
IGH	dlen	IGHD6-13*01:21	0.015708796
IGH	dlen	IGHD6-13*01:22	0.0065056866
IGH	dlen	IGHD6-13*01:23	0.0065758655
IGH	dlen	IGHD6-13*01:24	0.0033458792
IGH	dlen	IGHD6-13*01:25	0.00041589867
IGH	dlen	IGHD6-13*01:26	3.8139813e-05
IGH	dlen	IGHD6-13*01:27	3.9283089e-08
IGH	dlen	IGHD6-13*01:28	0.00017707204
IGH	dlen	IGHD6-19*01:0	0.00017745513
IGH	dlen	IGHD6-19*01:1	0.00052163714
IGH	dlen	IGHD6-19*01:2	6.6688337e-05
IGH	dlen	IGHD6-19*01:3	4.6162773e-14
IGH	dlen	IGHD6-19*01:4	0.0001885892
IGH	dlen	IGHD6-19*01:5	0.00025704617
IGH	dlen	IGHD6-19*01:6	0.00088813075
IGH	dlen	IGHD6-19*01:7	0.0060972333
IGH	dlen	IGHD6-19*01:8	0.050495364
IGH	dlen	IGHD6-19*01:9	0.048393488
IGH	dlen	IGHD6-19*01:10	0.051438786
IGH	dlen	IGHD6-19*01:11	0.074822188
IGH	dlen	IGHD6-19*01:12	0.1014664
IGH	dlen	IGHD6-19*01:13	0.098779357
IGH	dlen	IGHD6-19*01:14	0.096813368
IGH	dlen	IGHD6-19*01:15	0.10276263
IGH	dlen	IGHD6-19*01:16	0.091254332
IGH	dlen	IGHD6-19*01:17	0.085983468
IGH	dlen	IGHD6-19*01:18	0.0727555
IGH	dlen	IGHD6-19*01:19	0.05200573
IGH	dlen	IGHD6-19*01:20	0.021395032
IGH	dlen	IGHD6-19*01:21	0.021923601
IGH	dlen	IGHD6-19*01:22	0.0048218493
IGH	dlen	IGHD6-19*01:23	0.013367122
IGH	dlen	IGHD6-19*01:24	0.0023507295
IGH	dlen	IGHD6-19*01:25	0.00093265673
IGH	dlen	IGHD6-19*01:26	4.139951e-05
IGH	dlen	IGHD6-19*01:27	4.7629196e-09
IGH	dlen	IGHD6-19*01:28	2.1298759e-07
IGH	dlen	IGHD6-25*01:0	1.1209558e-42
IGH	dlen	IGHD6-25*01:1	2.4414064e-34
IGH	dlen	IGHD6-25*01:2	8.56352e-09
IGH	dlen	IGHD6-25*01:3	0.011418514
IGH	dlen	IGHD6-25*01:4	9.0054594e-11
IGH	dlen	IGHD6-25*01:5	2.223103e-05
IGH	dlen	IGHD6-25*01:6	0.009197139
IGH	dlen	IGHD6-25*01:7	0.025150737
IGH	dlen	IGHD6-25*01:8	0.24814481
IGH	dlen	IGHD6-25*01:9	0.34730413
IGH	dlen	IGHD6-25*01:10	0.24301097
IGH	dlen	IGHD6-25*01:11	0.023455376
IGH	dlen	IGHD6-25*01:12	0.06189031
IGH	dlen	IGHD6-25*01:13	0.027456639
IGH	dlen	IGHD6-25*01:14	0.00014861997
IGH	dlen	IGHD6-25*01:15	0.0028005212
IGH	dlen	IGHD6-25*02:2	8.4365841e-42
IGH	dlen	IGHD6-25*02:3	1.3191954e-08
IGH	dlen	IGHD6-25*02:4	0.00034048552
IGH	dlen	IGHD6-25*02:5	0.092492483
IGH	dlen	IGHD6-25*02:6	0.093979019
IGH	dlen	IGHD6-25*02:7	0.080657534
IGH	dlen	IGHD6-25*02:8	0.49781733
IGH	dlen	IGHD6-25*02:9	0.13552209
IGH	dlen	IGHD6-25*02:10	0.031588793
IGH	dlen	IGHD6-25*02:11	0.033243052
IGH	dlen	IGHD6-25*02:12	0.022034421
IGH	dlen	IGHD6-25*02:13	0.0052631824
IGH	dlen	IGHD6-25*02:18	2.5819691e-11
IGH	dlen	IGHD6-25*02:19	0.0070615975
IGH	dlen	IGHD7-27*01:0	3.80603e-72
