locus	kind	key	value
IGH	insDJ	36	0.00222131
IGH	insDJ	37	0.00285969
IGH	insDJ	38	0.002356
IGH	insDJ	39	0.00179071
IGH	insDJ	40	0.00198818
IGH	insDJ	41	0.00119387
IGH	insDJ	42	0.00111915
IGH	insDJ	43	0.00190812
IGH	insDJ	44	0.00112761
IGH	insDJ	45	0.00103636
IGH	insDJ	46	0.00105627
IGH	insDJ	47	0.000817446
IGH	insDJ	48	0.000566862
IGH	insDJ	49	0.000859937
IGH	insDJ	50	0.000797913
IGH	insDJ	51	0.000560903
IGH	insDJ	52	0.00018577
IGH	insDJ	53	0.000383531
IGH	insDJ	54	0.000290172
IGH	insDJ	55	0.00025551
IGH	insDJ	56	0.000234736
IGH	insDJ	57	0.000260275
IGH	insDJ	58	0.000293701
IGH	insDJ	59	4.18954e-05
IGH	insDJ	60	0.000758746
IGH	dlen	IGHD1-1*01:0	0.87585275
IGH	dlen	IGHD1-1*01:1	0.050157072
IGH	dlen	IGHD1-1*01:2	0.016216986
IGH	dlen	IGHD1-1*01:3	0.0035754378
IGH	dlen	IGHD1-1*01:4	0.00019414172
IGH	dlen	IGHD1-1*01:5	0.00023559117
IGH	dlen	IGHD1-1*01:6	0.01269687
IGH	dlen	IGHD1-1*01:7	0.00254731
IGH	dlen	IGHD1-1*01:8	0.0074238849
IGH	dlen	IGHD1-1*01:9	0.018686046
IGH	dlen	IGHD1-1*01:10	0.0078651785
IGH	dlen	IGHD1-1*01:11	0.0033348064
IGH	dlen	IGHD1-1*01:12	0.0011115875
IGH	dlen	IGHD1-1*01:13	9.9609945e-05
IGH	dlen	IGHD1-1*01:14	1.2930518e-06
IGH	dlen	IGHD1-1*01:15	1.3859939e-06
IGH	dlen	IGHD1-1*01:17	4.4625638e-10
IGH	dlen	IGHD1-1*01:18	1.6351054e-13
IGH	dlen	IGHD1-1*01:20	1.1066438e-09
IGH	dlen	IGHD1-1*01:21	5.2183324e-08
IGH	dlen	IGHD1-7*01:0	4.8827631e-09
IGH	dlen	IGHD1-7*01:1	6.1181685e-11
IGH	dlen	IGHD1-7*01:2	2.4315568e-08
IGH	dlen	IGHD1-7*01:3	0.0018621911
IGH	dlen	IGHD1-7*01:4	0.0012448501
IGH	dlen	IGHD1-7*01:5	0.0010690546
IGH	dlen	IGHD1-7*01:6	0.00093017581
IGH	dlen	IGHD1-7*01:7	0.0051235333
IGH	dlen	IGHD1-7*01:8	0.10507273
IGH	dlen	IGHD1-7*01:9	0.064099625
IGH	dlen	IGHD1-7*01:10	0.082183829
IGH	dlen	IGHD1-7*01:11	0.11670966
IGH	dlen	IGHD1-7*01:12	0.13614136
IGH	dlen	IGHD1-7*01:13	0.11103924
IGH	dlen	IGHD1-7*01:14	0.095559684
IGH	dlen	IGHD1-7*01:15	0.098664693
IGH	dlen	IGHD1-7*01:16	0.084127386
IGH	dlen	IGHD1-7*01:17	0.068584168
IGH	dlen	IGHD1-7*01:18	0.011392363
IGH	dlen	IGHD1-7*01:19	0.0020128043
IGH	dlen	IGHD1-7*01:20	0.011190947
IGH	dlen	IGHD1-7*01:21	0.00011618138
IGH	dlen	IGHD1-7*01:22	0.0013960291
IGH	dlen	IGHD1-7*01:25	0.0014232968
IGH	dlen	IGHD1-7*01:26	5.6167008e-05
IGH	dlen	IGHD1-14*01:0	2.9519445e-47
IGH	dlen	IGHD1-14*01:1	3.5245937e-37
IGH	dlen	IGHD1-14*01:2	1.6373514e-29
IGH	dlen	IGHD1-14*01:3	1.2861133e-18
IGH	dlen	IGHD1-14*01:4	1.4707095e-08
IGH	dlen	IGHD1-14*01:5	0.089854355
IGH	dlen	IGHD1-14*01:6	0.17802293
IGH	dlen	IGHD1-14*01:7	0.053174701
IGH	dlen	IGHD1-14*01:8	0.50242101
IGH	dlen	IGHD1-14*01:9	0.062980211
IGH	dlen	IGHD1-14*01:10	0.096122725
IGH	dlen	IGHD1-14*01:11	1.6139493e-09
IGH	dlen	IGHD1-14*01:12	0.017424046
IGH	dlen	IGHD1-14*02:0	6.0405731e-19
IGH	dlen	IGHD1-14*02:1	9.4362339e-19
IGH	dlen	IGHD1-14*02:2	2.6899693e-08
IGH	dlen	IGHD1-14*02:3	0.03374635
IGH	dlen	IGHD1-14*02:4	0.04691805
IGH	dlen	IGHD1-14*02:5	0.087839225
IGH	dlen	IGHD1-14*02:6	0.096430009
IGH	dlen	IGHD1-14*02:7	0.33285833
IGH	dlen	IGHD1-14*02:8	0.19981117
IGH	dlen	IGHD1-14*02:9	7.3324913e-05
IGH	dlen	IGHD1-14*02:10	0.073620798
IGH	dlen	IGHD1-14*02:11	0.11792582
IGH	dlen	IGHD1-14*02:12	0.010776887
IGH	dlen	IGHD1-20*01:0	0.031790998
IGH	dlen	IGHD1-20*01:1	0.010681532
IGH	dlen	IGHD1-20*01:2	0.0078281951
IGH	dlen	IGHD1-20*01:3	0.013747267
IGH	dlen	IGHD1-20*01:4	0.0042756342
IGH	dlen	IGHD1-20*01:5	0.0017191995
IGH	dlen	IGHD1-20*01:6	0.0017799141
IGH	dlen	IGHD1-20*01:7	0.019113846
IGH	dlen	IGHD1-20*01:8	0.096772706
IGH	dlen	IGHD1-20*01:9	0.047650857
IGH	dlen	IGHD1-20*01:10	0.12360055
IGH	dlen	IGHD1-20*01:11	0.051122177
IGH	dlen	IGHD1-20*01:12	0.1612339
IGH	dlen	IGHD1-20*01:13	0.10093594
IGH	dlen	IGHD1-20*01:14	0.091450994
IGH	dlen	IGHD1-20*01:15	0.1022327
IGH	dlen	IGHD1-20*01:16	0.041067866
IGH	dlen	IGHD1-20*01:17	0.05593559
IGH	dlen	IGHD1-20*01:18	0.010228961
IGH	dlen	IGHD1-20*01:19	0.017569956
IGH	dlen	IGHD1-20*01:20	0.0061502547
IGH	dlen	IGHD1-20*01:21	0.0031109688
IGH	dlen	IGHD1-26*01:0	6.2908708e-07
IGH	dlen	IGHD1-26*01:1	0.00064037506
IGH	dlen	IGHD1-26*01:2	0.0039096839
IGH	dlen	IGHD1-26*01:3	0.0078538665
IGH	dlen	IGHD1-26*01:4	0.003236094
IGH	dlen	IGHD1-26*01:5	0.0078347788
IGH	dlen	IGHD1-26*01:6	0.0081115897
IGH	dlen	IGHD1-26*01:7	0.018699661
IGH	dlen	IGHD1-26*01:8	0.06432709
IGH	dlen	IGHD1-26*01:9	0.093025163
IGH	dlen	IGHD1-26*01:10	0.081340652
IGH	dlen	IGHD1-26*01:11	0.085749944
IGH	dlen	IGHD1-26*01:12	0.13630207
IGH	dlen	IGHD1-26*01:13	0.13239753
IGH	dlen	IGHD1-26*01:14	0.13593703
IGH	dlen	IGHD1-26*01:15	0.074838831
IGH	dlen	IGHD1-26*01:16	0.067196648
IGH	dlen	IGHD1-26*01:17	0.042928401
IGH	dlen	IGHD1-26*01:18	0.010753103
IGH	dlen	IGHD1-26*01:19	0.011193754
IGH	dlen	IGHD1-26*01:20	0.010299752
IGH	dlen	IGHD1-26*01:21	0.00076810449
IGH	dlen	IGHD1-26*01:22	0.0024857005
IGH	dlen	IGHD1-26*01:23	0.00016955052
IGH	dlen	IGHD2-2*01:0	0.00030977087
IGH	dlen	IGHD2-2*01:1	0.00024050202
IGH	dlen	IGHD2-2*01:2	4.5975777e-05
IGH	dlen	IGHD2-2*01:3	0.00044613026
IGH	dlen	IGHD2-2*01:4	0.00052120299
IGH	dlen	IGHD2-2*01:5	0.00068947661
IGH	dlen	IGHD2-2*01:6	0.001355687
IGH	dlen	IGHD2-2*01:7	0.0020904378
IGH	dlen	IGHD2-2*01:8	0.010793485
IGH	dlen	IGHD2-2*01:9	0.0073300637
IGH	dlen	IGHD2-2*01:10	0.011568106
IGH	dlen	IGHD2-2*01:11	0.021409678
IGH	dlen	IGHD2-2*01:12	0.018313537
IGH	dlen	IGHD2-2*01:13	0.012923323
IGH	dlen	IGHD2-2*01:14	0.024013084
IGH	dlen	IGHD2-2*01:15	0.035069467
IGH	dlen	IGHD2-2*01:16	0.024807152
IGH	dlen	IGHD2-2*01:17	0.038583582
IGH	dlen	IGHD2-2*01:18	0.039216867
IGH	dlen	IGHD2-2*01:19	0.032502828
IGH	dlen	IGHD2-2*01:20	0.070560341
IGH	dlen	IGHD2-2*01:21	0.066666909
IGH	dlen	IGHD2-2*01:22	0.0784078
IGH	dlen	IGHD2-2*01:23	0.10095343
IGH	dlen	IGHD2-2*01:24	0.12880001
IGH	dlen	IGHD2-2*01:25	0.074497938
IGH	dlen	IGHD2-2*01:26	0.048331057
IGH	dlen	IGHD2-2*01:27	0.052106318
IGH	dlen	IGHD2-2*01:28	0.031284634
IGH	dlen	IGHD2-2*01:29	0.02510125
IGH	dlen	IGHD2-2*01:30	0.024349251
IGH	dlen	IGHD2-2*01:31	0.010510401
IGH	dlen	IGHD2-2*01:32	0.0024051283
IGH	dlen	IGHD2-2*01:33	0.0017976776
IGH	dlen	IGHD2-2*01:34	0.00060399862
IGH	dlen	IGHD2-2*01:35	0.00022400052
IGH	dlen	IGHD2-2*01:36	0.00021809329
IGH	dlen	IGHD2-2*01:37	0.00026844382
IGH	dlen	IGHD2-2*01:38	0.00048511091
IGH	dlen	IGHD2-2*01:39	0.00019785323
IGH	dlen	IGHD2-2*02:0	5.0822085e-10
IGH	dlen	IGHD2-2*02:1	4.6525722e-08
IGH	dlen	IGHD2-2*02:2	0.00034419011
IGH	dlen	IGHD2-2*02:3	1.725078e-06
IGH	dlen	IGHD2-2*02:4	0.00054519302
IGH	dlen	IGHD2-2*02:5	0.0012500129
IGH	dlen	IGHD2-2*02:6	0.0014565801
IGH	dlen	IGHD2-2*02:7	0.0032002842
IGH	dlen	IGHD2-2*02:8	0.0091266131
IGH	dlen	IGHD2-2*02:9	0.0064376882
IGH	dlen	IGHD2-2*02:10	0.010666605
IGH	dlen	IGHD2-2*02:11	0.012870158
IGH	dlen	IGHD2-2*02:12	0.01443421
IGH	dlen	IGHD2-2*02:13	0.024047985
IGH	dlen	IGHD2-2*02:14	0.033831463
IGH	dlen	IGHD2-2*02:15	0.025742932
IGH	dlen	IGHD2-2*02:16	0.026948584
IGH	dlen	IGHD2-2*02:17	0.042706389
IGH	dlen	IGHD2-2*02:18	0.032614218
IGH	dlen	IGHD2-2*02:19	0.045789405
IGH	dlen	IGHD2-2*02:20	0.061764177
IGH	dlen	IGHD2-2*02:21	0.079018653
IGH	dlen	IGHD2-2*02:22	0.086171547
IGH	dlen	IGHD2-2*02:23	0.099454448
IGH	dlen	IGHD2-2*02:24	0.11953833
IGH	dlen	IGHD2-2*02:25	0.054684161
IGH	dlen	IGHD2-2*02:26	0.067451374
IGH	dlen	IGHD2-2*02:27	0.050738127
IGH	dlen	IGHD2-2*02:28	0.025743344
IGH	dlen	IGHD2-2*02:29	0.02617941
IGH	dlen	IGHD2-2*02:30	0.019705526
IGH	dlen	IGHD2-2*02:31	0.010441986
IGH	dlen	IGHD2-2*02:32	0.0046161446
IGH	dlen	IGHD2-2*02:33	0.0010699612
IGH	dlen	IGHD2-2*02:34	0.00011163651
IGH	dlen	IGHD2-2*02:35	0.00087675674
IGH	dlen	IGHD2-2*02:36	3.19957e-09
IGH	dlen	IGHD2-2*02:37	0.00031931233
IGH	dlen	IGHD2-2*02:38	0.00010081827
IGH	dlen	IGHD2-8*01:0	0.012331164
IGH	dlen	IGHD2-8*01:1	0.0022665715
IGH	dlen	IGHD2-8*01:2	0.002411333
IGH	dlen	IGHD2-8*01:3	0.0015183452
IGH	dlen	IGHD2-8*01:4	0.0024823452
IGH	dlen	IGHD2-8*01:5	0.0014144502
IGH	dlen	IGHD2-8*01:6	0.0038163984
IGH	dlen	IGHD2-8*01:7	0.006810619
IGH	dlen	IGHD2-8*01:8	0.013750828
IGH	dlen	IGHD2-8*01:9	0.016479561
IGH	dlen	IGHD2-8*01:10	0.007657786
IGH	dlen	IGHD2-8*01:11	0.014058952
IGH	dlen	IGHD2-8*01:12	0.019037297
IGH	dlen	IGHD2-8*01:13	0.011424986
IGH	dlen	IGHD2-8*01:14	0.025526781
IGH	dlen	IGHD2-8*01:15	0.037084012
IGH	dlen	IGHD2-8*01:16	0.025346343
IGH	dlen	IGHD2-8*01:17	0.03506961
IGH	dlen	IGHD2-8*01:18	0.036041152
IGH	dlen	IGHD2-8*01:19	0.05071037
IGH	dlen	IGHD2-8*01:20	0.079326524
IGH	dlen	IGHD2-8*01:21	0.087686511
IGH	dlen	IGHD2-8*01:22	0.068945586
IGH	dlen	IGHD2-8*01:23	0.096987128
IGH	dlen	IGHD2-8*01:24	0.096967014
IGH	dlen	IGHD2-8*01:25	0.073508689
IGH	dlen	IGHD2-8*01:26	0.046930739
IGH	dlen	IGHD2-8*01:27	0.027364672
IGH	dlen	IGHD2-8*01:28	0.03098859
IGH	dlen	IGHD2-8*01:29	0.027197365
IGH	dlen	IGHD2-8*01:30	0.021302287
IGH	dlen	IGHD2-8*01:31	0.0085544311
IGH	dlen	IGHD2-8*01:32	0.0055606077
IGH	dlen	IGHD2-8*01:33	0.00089499922
IGH	dlen	IGHD2-8*01:34	0.00015898203
IGH	dlen	IGHD2-8*01:35	0.0009837212
IGH	dlen	IGHD2-8*01:36	0.0011684368
IGH	dlen	IGHD2-8*01:37	0.00023481224
IGH	dlen	IGHD2-8*02:0	0.00029733786
IGH	dlen	IGHD2-8*02:1	0.0045300035
IGH	dlen	IGHD2-8*02:2	0.0067541242
IGH	dlen	IGHD2-8*02:3	0.0042245929
IGH	dlen	IGHD2-8*02:4	0.007638061
IGH	dlen	IGHD2-8*02:5	0.0029238361
IGH	dlen	IGHD2-8*02:6	0.0044003857
IGH	dlen	IGHD2-8*02:7	0.0090310383
IGH	dlen	IGHD2-8*02:8	0.024022855
IGH	dlen	IGHD2-8*02:9	0.0085219196
IGH	dlen	IGHD2-8*02:10	0.0079675047
IGH	dlen	IGHD2-8*02:11	0.01515829
IGH	dlen	IGHD2-8*02:12	0.01963315
IGH	dlen	IGHD2-8*02:13	0.017273559
IGH	dlen	IGHD2-8*02:14	0.02160954
IGH	dlen	IGHD2-8*02:15	0.025326477
IGH	dlen	IGHD2-8*02:16	0.027838013
IGH	dlen	IGHD2-8*02:17	0.02863241
IGH	dlen	IGHD2-8*02:18	0.029462982
IGH	dlen	IGHD2-8*02:19	0.052278167
IGH	dlen	IGHD2-8*02:20	0.07700974
IGH	dlen	IGHD2-8*02:21	0.072499523
IGH	dlen	IGHD2-8*02:22	0.089704926
IGH	dlen	IGHD2-8*02:23	0.095394667
IGH	dlen	IGHD2-8*02:24	0.10065832
IGH	dlen	IGHD2-8*02:25	0.062037089
IGH	dlen	IGHD2-8*02:26	0.060357031
IGH	dlen	IGHD2-8*02:27	0.049375114
IGH	dlen	IGHD2-8*02:28	0.024931647
IGH	dlen	IGHD2-8*02:29	0.025194634
IGH	dlen	IGHD2-8*02:30	0.012919652
IGH	dlen	IGHD2-8*02:31	0.0026753484
IGH	dlen	IGHD2-8*02:32	0.0044958752
IGH	dlen	IGHD2-8*02:33	0.0019164575
IGH	dlen	IGHD2-8*02:34	0.00074447494
IGH	dlen	IGHD2-8*02:35	0.002561259
IGH	dlen	IGHD2-15*01:0	8.1708802e-07
IGH	dlen	IGHD2-15*01:1	0.00012142266
IGH	dlen	IGHD2-15*01:2	2.8920009e-05
IGH	dlen	IGHD2-15*01:3	0.00076268587
IGH	dlen	IGHD2-15*01:4	0.0002361917
IGH	dlen	IGHD2-15*01:5	0.0015998499
IGH	dlen	IGHD2-15*01:6	0.0030207489
IGH	dlen	IGHD2-15*01:7	0.0023837348
IGH	dlen	IGHD2-15*01:8	0.010752422
IGH	dlen	IGHD2-15*01:9	0.0051938468
IGH	dlen	IGHD2-15*01:10	0.010408037
IGH	dlen	IGHD2-15*01:11	0.012821737
IGH	dlen	IGHD2-15*01:12	0.017078071
IGH	dlen	IGHD2-15*01:13	0.015655998
IGH	dlen	IGHD2-15*01:14	0.026862297
IGH	dlen	IGHD2-15*01:15	0.027614988
IGH	dlen	IGHD2-15*01:16	0.028211617
IGH	dlen	IGHD2-15*01:17	0.041281067
IGH	dlen	IGHD2-15*01:18	0.034466482
IGH	dlen	IGHD2-15*01:19	0.046830021
IGH	dlen	IGHD2-15*01:20	0.055060377
IGH	dlen	IGHD2-15*01:21	0.064739754
IGH	dlen	IGHD2-15*01:22	0.070248178
IGH	dlen	IGHD2-15*01:23	0.084676571
IGH	dlen	IGHD2-15*01:24	0.097055252
IGH	dlen	IGHD2-15*01:25	0.082172456
IGH	dlen	IGHD2-15*01:26	0.080156398
IGH	dlen	IGHD2-15*01:27	0.059132733
IGH	dlen	IGHD2-15*01:28	0.040299789
IGH	dlen	IGHD2-15*01:29	0.032335028
IGH	dlen	IGHD2-15*01:30	0.026780071
IGH	dlen	IGHD2-15*01:31	0.0085587614
IGH	dlen	IGHD2-15*01:32	0.0080515661
IGH	dlen	IGHD2-15*01:33	0.0030958795
IGH	dlen	IGHD2-15*01:34	0.0016472649
IGH	dlen	IGHD2-15*01:35	0.00038594324
IGH	dlen	IGHD2-15*01:36	2.0115157e-05
IGH	dlen	IGHD2-15*01:37	6.8357114e-05
IGH	dlen	IGHD2-15*01:38	8.7832172e-05
IGH	dlen	IGHD2-15*01:42	1.9891641e-11
IGH	dlen	IGHD2-15*01:43	9.6718795e-05
IGH	dlen	IGHD2-21*01:0	0.0028203976
IGH	dlen	IGHD2-21*01:1	0.0012503606
IGH	dlen	IGHD2-21*01:2	0.0010244576
IGH	dlen	IGHD2-21*01:3	0.0014770422
IGH	dlen	IGHD2-21*01:4	2.07481e-05
IGH	dlen	IGHD2-21*01:5	0.0068923906
IGH	dlen	IGHD2-21*01:6	0.018568765
IGH	dlen	IGHD2-21*01:7	0.022580863
IGH	dlen	IGHD2-21*01:8	0.038433182
IGH	dlen	IGHD2-21*01:9	0.020855808
IGH	dlen	IGHD2-21*01:10	0.019334637
IGH	dlen	IGHD2-21*01:11	0.018895359
IGH	dlen	IGHD2-21*01:12	0.02090063
IGH	dlen	IGHD2-21*01:13	0.036999872
IGH	dlen	IGHD2-21*01:14	0.044231552
IGH	dlen	IGHD2-21*01:15	0.037105728
IGH	dlen	IGHD2-21*01:16	0.06050911
IGH	dlen	IGHD2-21*01:17	0.057728125
IGH	dlen	IGHD2-21*01:18	0.077333037
IGH	dlen	IGHD2-21*01:19	0.063667782
IGH	dlen	IGHD2-21*01:20	0.071091865
IGH	dlen	IGHD2-21*01:21	0.063828158
IGH	dlen	IGHD2-21*01:22	0.052317721
IGH	dlen	IGHD2-21*01:23	0.075082614
IGH	dlen	IGHD2-21*01:24	0.05249037
IGH	dlen	IGHD2-21*01:25	0.039871441
IGH	dlen	IGHD2-21*01:26	0.040812172
IGH	dlen	IGHD2-21*01:27	0.017644682
IGH	dlen	IGHD2-21*01:28	0.016737903
IGH	dlen	IGHD2-21*01:29	0.015669099
IGH	dlen	IGHD2-21*01:30	0.0018460301
IGH	dlen	IGHD2-21*01:31	1.9148063e-08
IGH	dlen	IGHD2-21*01:32	0.001978076
IGH	dlen	IGHD2-21*02:0	1.27372e-25
IGH	dlen	IGHD2-21*02:1	5.9106317e-20
IGH	dlen	IGHD2-21*02:2	2.6771861e-09
IGH	dlen	IGHD2-21*02:3	0.0024202935
IGH	dlen	IGHD2-21*02:4	0.010199915
IGH	dlen	IGHD2-21*02:5	0.022112804
IGH	dlen	IGHD2-21*02:6	0.021335779
IGH	dlen	IGHD2-21*02:7	0.020128986
IGH	dlen	IGHD2-21*02:8	0.032276985
IGH	dlen	IGHD2-21*02:9	0.0098332174
IGH	dlen	IGHD2-21*02:10	0.013505156
IGH	dlen	IGHD2-21*02:11	0.027312542
IGH	dlen	IGHD2-21*02:12	0.020997208
IGH	dlen	IGHD2-21*02:13	0.035052185
IGH	dlen	IGHD2-21*02:14	0.046045339
IGH	dlen	IGHD2-21*02:15	0.034526131
IGH	dlen	IGHD2-21*02:16	0.066702293
IGH	dlen	IGHD2-21*02:17	0.084249832
IGH	dlen	IGHD2-21*02:18	0.07471628
IGH	dlen	IGHD2-21*02:19	0.064284762
IGH	dlen	IGHD2-21*02:20	0.089805516
IGH	dlen	IGHD2-21*02:21	0.059451389
IGH	dlen	IGHD2-21*02:22	0.045494068
IGH	dlen	IGHD2-21*02:23	0.067414299
IGH	dlen	IGHD2-21*02:24	0.01797859
IGH	dlen	IGHD2-21*02:25	0.042733316
IGH	dlen	IGHD2-21*02:26	0.03490778
IGH	dlen	IGHD2-21*02:27	0.022009747
IGH	dlen	IGHD2-21*02:28	0.0097435608
IGH	dlen	IGHD2-21*02:29	0.023973576
IGH	dlen	IGHD2-21*02:30	0.00077856458
IGH	dlen	IGHD2-21*02:31	1.3158369e-09
IGH	dlen	IGHD2-21*02:32	9.8805577e-06
IGH	dlen	IGHD3-3*01:0	0.0015766401
IGH	dlen	IGHD3-3*01:1	0.00079574262
IGH	dlen	IGHD3-3*01:2	1.1091822e-09
IGH	dlen	IGHD3-3*01:3	0.00057412862
IGH	dlen	IGHD3-3*01:4	0.0002757689
IGH	dlen	IGHD3-3*01:5	0.0012686467
IGH	dlen	IGHD3-3*01:6	0.00054502377
IGH	dlen	IGHD3-3*01:7	0.0071812726
IGH	dlen	IGHD3-3*01:8	0.01086912
IGH	dlen	IGHD3-3*01:9	0.015489447
IGH	dlen	IGHD3-3*01:10	0.015657417
IGH	dlen	IGHD3-3*01:11	0.018167283
IGH	dlen	IGHD3-3*01:12	0.017597724
IGH	dlen	IGHD3-3*01:13	0.023241892
IGH	dlen	IGHD3-3*01:14	0.024105441
IGH	dlen	IGHD3-3*01:15	0.034243776
IGH	dlen	IGHD3-3*01:16	0.030975831
IGH	dlen	IGHD3-3*01:17	0.043597139
IGH	dlen	IGHD3-3*01:18	0.044607201
IGH	dlen	IGHD3-3*01:19	0.059197968
IGH	dlen	IGHD3-3*01:20	0.064268386
IGH	dlen	IGHD3-3*01:21	0.075503193
IGH	dlen	IGHD3-3*01:22	0.070445197
IGH	dlen	IGHD3-3*01:23	0.065730894
IGH	dlen	IGHD3-3*01:24	0.086554438
IGH	dlen	IGHD3-3*01:25	0.062574604
IGH	dlen	IGHD3-3*01:26	0.066418194
IGH	dlen	IGHD3-3*01:27	0.055595397
IGH	dlen	IGHD3-3*01:28	0.043233066
IGH	dlen	IGHD3-3*01:29	0.027372825
IGH	dlen	IGHD3-3*01:30	0.01761369
IGH	dlen	IGHD3-3*01:31	0.0043134704
IGH	dlen	IGHD3-3*01:32	0.0049753576
IGH	dlen	IGHD3-3*01:33	0.0016161247
IGH	dlen	IGHD3-3*01:34	0.0010491501
IGH	dlen	IGHD3-3*01:35	0.00060776494
IGH	dlen	IGHD3-3*01:36	0.0017929718
IGH	dlen	IGHD3-3*01:37	4.991529e-05
IGH	dlen	IGHD3-3*01:38	0.00024170246
IGH	dlen	IGHD3-3*01:39	7.6192549e-05
IGH	dlen	IGHD3-9*01:0	0.0030493398
IGH	dlen	IGHD3-9*01:1	0.003407015
IGH	dlen	IGHD3-9*01:2	0.00072280672
IGH	dlen	IGHD3-9*01:3	0.0023964572
IGH	dlen	IGHD3-9*01:4	0.0011545795
IGH	dlen	IGHD3-9*01:5	0.0020001638
IGH	dlen	IGHD3-9*01:6	0.0029039594
IGH	dlen	IGHD3-9*01:7	0.0080765255
IGH	dlen	IGHD3-9*01:8	0.018657129
IGH	dlen	IGHD3-9*01:9	0.012836458
IGH	dlen	IGHD3-9*01:10	0.013950817
IGH	dlen	IGHD3-9*01:11	0.013060606
IGH	dlen	IGHD3-9*01:12	0.011259973
IGH	dlen	IGHD3-9*01:13	0.021203726
IGH	dlen	IGHD3-9*01:14	0.028767321
IGH	dlen	IGHD3-9*01:15	0.034583359
IGH	dlen	IGHD3-9*01:16	0.03148528
IGH	dlen	IGHD3-9*01:17	0.041478993
IGH	dlen	IGHD3-9*01:18	0.056920025
IGH	dlen	IGHD3-9*01:19	0.071695019
IGH	dlen	IGHD3-9*01:20	0.054715274
IGH	dlen	IGHD3-9*01:21	0.0640266
IGH	dlen	IGHD3-9*01:22	0.084060585
IGH	dlen	IGHD3-9*01:23	0.064282614
IGH	dlen	IGHD3-9*01:24	0.067641569
IGH	dlen	IGHD3-9*01:25	0.083294257
IGH	dlen	IGHD3-9*01:26	0.061862003
IGH	dlen	IGHD3-9*01:27	0.052218083
IGH	dlen	IGHD3-9*01:28	0.034136505
IGH	dlen	IGHD3-9*01:29	0.031437146
IGH	dlen	IGHD3-9*01:30	0.0068401743
IGH	dlen	IGHD3-9*01:31	0.007348319
IGH	dlen	IGHD3-9*01:32	0.0025984445
